ID;TEXT;YEAR;MONTH;DAY;RETWEET_COUNT;SENTIMENT
1175704767986683904;On Republican side Ted Cruz won Iowa but Trump won the nomination Biden can still seal the deal Biden2020;2019;9;22;0;1
1175700637356609538;Biden2020 BeatHimLikeADrum;2019;9;22;0;1
1175694257031733249;Biden2020;2019;9;22;0;1
1175685079290400769;I didn t grow up in DE but the shizt Trump and his cronies are attempting to pull on Biden2020 is BS Check them T;2019;9;22;0;1
1175680163440279552;Everyone is worried about Trump asking Ukraine to investigate Biden s son s criminality but no one seems to be wor;2019;9;22;6;1
1175674494272319488;Top tier Democratic candidates with a chance to win the nominee Who do you think the top tier candidates are;2019;9;22;0;1
1175669467457540097;Biden2020;2019;9;22;0;1
1175668152463699968;Biden Biden2020 JoeBiden TrumpFearsYang MAGA2020 KAG KAG2020 Andrew Yang solves the problems that got Do;2019;9;22;0;1
1175660845910626304;ukrainegate Biden Biden2020 MAGA HongKong DrainTheSwamp;2019;9;22;0;1
1175656906167373824;I like you MS Harris however JoeBiden would have a better shot at defeating PresidentTrump due to his eight years;2019;9;22;0;1
1175656190912749568;Joe Biden Doesnt Like It When The Tactics Democrats Used Against Trump Are Use Against Him;2019;9;22;0;1
1175655902411657216;BIDEN IS THE ONLY ONE RIGHT NOW WHO CAN BEAT TRUMP HE S OUR ONLY HOPE AND HE S NOT AFRAID O;2019;9;22;0;1
1175649817705381889;CLINCHER nyt ken vogel doesn t do timelines Especially truthful timelines RidinWithBiden;2019;9;22;0;1
1175649359049814017;Let s be clear impeachment was taken off the table by the Republican Senate Blaming Pelosi isn t going;2019;9;22;2;1
1175649194263973888;Youre gonna have to find another front runner dingus Biden2020;2019;9;22;0;1
1175648738632617984;Yeah lets see them ReleaseTheTranscript Biden2020;2019;9;22;0;1
1175647958080999425;Flex them GUNS Biden Biden2020;2019;9;22;0;1
1175647282567335939;bluedot Yup send ol Joey boy with them Biden Biden2020;2019;9;22;0;1
1175647226716180480;As great as she is she will hand it over to the orange clown I m afraid I d be more than happy to be proven wron;2019;9;22;0;1
1175647134894284800;yang Please stop Who cares how many people are tweeting There s enough division in the Dem party;2019;9;22;0;1
1175644983845502976;Yeah neither did ya boy Joe All public Biden2020;2019;9;22;0;1
1175641302098202624;foxnews maga maga2020 trump2020 Medicare4All Medicare wfp;2019;9;22;0;1
1175640858714148865;We re taking your guns maybe not today but soon You don t need to be able to;2019;9;22;0;1
1175640085217202177;yang Why so rude Biden2020;2019;9;22;0;0
1175639943382568961;The whistleblower thing is a plan by Democrats to get rid of Biden2020 They figure he s not ready for prime time;2019;9;22;8;0
1175639767230234624;GoGetHimJoe Biden2020;2019;9;22;0;1
1175639611428802560;biden2020;2019;9;22;0;1
1175635487039610880;Who knows where this story winds up it really doesn t matter except that it pushes Uncle Joe higher;2019;9;22;0;1
1175633365430464512;I m riden with Joe Biden Biden2020;2019;9;22;1;1
1175632353764368384;Of course she does M4A is DOA Biden2020;2019;9;22;0;1
1175631023490519041;Ride Biden2020;2019;9;22;0;1
1175626939853197313;F off traitor Ukraine Prosecutor Says No Evidence of Wrongdoing by Bidens Whistleblower;2019;9;22;0;1
1175626837654790144;Biden2020;2019;9;22;0;1
1175626747766693889;did not mince his words when it came to TRE45ON on Saturday at the IowaSteakFry in;2019;9;22;1;1
1175626745921208320;I find it interesting why the most Corrupt president in the history of the United Stat;2019;9;22;0;1
1175626667168944128;I abhor Trump Warren is a Johnny one note and a self promoter who plays fast and loose with the facts Biden2020;2019;9;22;0;1
1175625229017612288;BeatHimLikeADrum Biden2020;2019;9;22;0;1
1175624799785299968;She is a self promoter not much better than Trump Biden2020;2019;9;22;0;0
1175624469924024321;this SO MUCH of this Biden2020;2019;9;22;0;1
1175624139161210881;I am so glad he told the mouth piece enough is enough Biden2020;2019;9;22;0;1
1175623980222337024;Donald Trump made a big mistake when he declared war on America he s pushed as too far once too F often now I;2019;9;22;1;1
1175623722981560320;Damn straight Biden2020 Beat him like a drum;2019;9;22;1;1
1175622213493563392;jeneration Trend this Biden2020;2019;9;22;0;1
1175622177493831681;Twtd this several times today Biden2020 BidenScandal BidenCrimeFamily;2019;9;22;1;1
1175622031209054210;be ready for vogel there was nothing in May but now I guess something came up biden2020;2019;9;22;0;1
1175621221616144385;biden2020 there is no story;2019;9;22;0;1
1175620510647930880;First time I ve seen your account Biden2020;2019;9;22;0;1
1175619206198378496;Tell the world Don t let American Democracy die Resisters Resist Democrats liberals;2019;9;22;0;1
1175618951671427072;biden2020;2019;9;22;1;1
1175617546797703172;Biden is right Mark his words Biden2020;2019;9;22;0;1
1175617384566140928;Tara Biden2020;2019;9;22;0;1
1175615567509807104;Biden2020;2019;9;22;1;1
1175615374009589760;Absolutely I am glad he did not let that reporter to get away with his so called gotcha question Biden2020;2019;9;22;0;1
1175612556561604608;The answer to all of your questions is Very Clear Biden2020;2019;9;22;0;1
1175610978278563841;Biden2020 Biden BidenUkraine;2019;9;22;0;1
1175610223073136640;Welcoming JoeBiden to the SteakFry Biden2020;2019;9;22;0;1
1175610199559856134;Let s go JoeBiden Biden2020;2019;9;22;1;1
1175608764453384197;Good luck with that Biden2020;2019;9;22;1;1
1175607121276104704;Biden2020 HunterBiden BidenBlackmailedUkraine JoeBiden DNC HunterBiden;2019;9;22;0;1
1175607081233211392;Were you devastated when you found out you weren t Native American I can t imagine what it must have bee;2019;9;22;0;1
1175606296676093952;Here is the real collusion genius and the video is already out BidenUkraine Biden Treason;2019;9;22;0;1
1175606255425150976;Here is the real collusion genius and the video is already out BidenUkraine Biden Treason;2019;9;22;0;1
