ID;TEXT;YEAR;MONTH;DAY;RETWEET_COUNT;SENTIMENT
1175752138405924864;Global Warming is A HUGH HOAX BEING PERPETRATED ON THE AMERICAN CITIZENS BY DEMON RATS THEY R EVIL Trump2020;2019;9;22;0;0
1175752126351515648;Check out the symbolism on the sheep from toy story 4 QAnon WWG1WGA MAGA Spygate Trump2020;2019;9;22;0;1
1175752120882143232;Is anyone really surprised Trump2020 keep the investigations into the FORMER Admin goin;2019;9;22;0;1
1175752101064052737;Trump2020;2019;9;22;0;1
1175751971573293056;The political system stunk to high heaven before Trump Trump2020 KAG;2019;9;22;0;1
1175751621772533761;LOL This is pathetic Schiff Maybe you should just pack up and move to the UK perhaps Trump2020;2019;9;22;0;0
1175751586989191168;QAnon WWG1WGA MAGA Spygate Trump2020 GreatAwakeningWorldwide WakeUpAmerica thegreatawakenig;2019;9;22;0;1
1175751523005018112;Trump2020;2019;9;22;1;1
1175751500649435136;Which women did you sleep with and does your wife know it MAGA Trump2020;2019;9;22;0;1
1175751452461010944;Do as I say not as I do Trump2020;2019;9;22;0;1
1175751380419694593;QAnon WWG1WGA MAGA Spygate Trump2020 GreatAwakeningWorldwide WakeUpAmerica thegreatawakenig;2019;9;22;1;1
1175751364380524546;You are a walking billboard for Trump2020 I see you didn t get a brain yet;2019;9;22;0;1
1175751353425190912;all the Democrats know or do starts and ends with Hypocrisy SMH Trump2020;2019;9;22;0;1
1175751305417101312;It would appear Q amp basically WeThePeople around the globe are tired of DeepState suppression and negativi;2019;9;22;1;0
1175751231161196544;QAnon WWG1WGA MAGA Spygate Trump2020 GreatAwakeningWorldwide WakeUpAmerica thegreatawakenig;2019;9;22;0;1
1175751229290496001;dirty;2019;9;22;0;0
1175751049870602242;Nice lawn chair gathering Meanwhile at Trump s New Mexico rally last week MAGA Trump2020;2019;9;22;0;1
1175751031122276352;Someone having Daddy issues They need to be put in a time out Criss cross apple sauce hands in your lap It s nap;2019;9;22;0;1
1175750971537932288;QAnon WWG1WGA MAGA Spygate Trump2020 GreatAwakeningWorldwide WakeUpAmerica thegreatawakenig;2019;9;22;0;1
1175750899299340288;We cannot allow this country to move backwards We the people must focus on the future;2019;9;22;2;1
1175750898980708353;I think Trump should give him another chance After all he told the truth the second time he was asked Trump2020;2019;9;22;0;1
1175750840134656000;Every time Congresswoman AOC speaks in public it reaffirms my belief that the minimum age requirement for a Congre;2019;9;22;1;1
1175750827601989632;QAnon WWG1WGA MAGA Spygate Trump2020 GreatAwakeningWorldwide WakeUpAmerica thegreatawakenig;2019;9;22;0;1
1175750661461467136;WTF IS WRONG WITH YOU PEOPLE VOTING FOR YET ANOTHER WAR THIRSTY DICTATOR Trump2020 IT S THE SAME AGENDA AS THE LAS;2019;9;22;3;0
1175750660811362304;QAnon WWG1WGA MAGA Spygate Trump2020 GreatAwakeningWorldwide WakeUpAmerica thegreatawakenig;2019;9;22;0;1
1175750604058177537;Pocahontas is the new darling of WaPo amp the rest of MSM amp FakeNews LMAO Dems better hope she is just the flavo;2019;9;22;1;1
1175750551893618688;LamestreamMedia POTUS MAGA Trump2020 KAG BREAKING FoxNews FakeNews FactsMatter;2019;9;22;0;1
1175750490765893632;Weaver durden This story playing out through the leadership of across the nation s;2019;9;22;0;1
1175750396716994566;AmericaFirst AmericansFirst TRUMP2020 FourMoreYears USA;2019;9;22;0;1
1175750394301100032;Sc60;2019;9;22;0;1
1175750352022528000;does the FACT that is guilty of Ukranian interference and;2019;9;22;0;0
1175750327888486400;MAGA Trump2020;2019;9;22;0;1
1175750277674283008;Good Morning Deplorables you unwashed ones Today do something for yourself that makes you happy and do somet;2019;9;22;0;1
1175750193205190657;I thought the Demon Rats were 4 the Clean New Deal why r they eating steak While I eat BALONEY Trump2020;2019;9;22;0;1
1175750162804891649;This is a positive step Senate Allocates 250M For Election Security ahead of 2020 elections VoterIDNow MAGA;2019;9;22;0;1
1175750151014617094;Why aren t DingDong out here helping Where are all the;2019;9;22;0;1
1175749987461980160;MAGA Trump2020 KAG;2019;9;22;0;1
1175749982055469057;Archer 998 many problems can be traced back to a den of drug addled lgbt;2019;9;22;1;1
1175749955069329408;It sure will TRUMP2020;2019;9;22;0;1
1175749940900978689;Every time a Democrat like or opens their mouth Trump gets a vote As;2019;9;22;0;1
1175749878644916225;dirty;2019;9;22;0;0
1175749841462472705;It s the Dem Way Not the Right Way Trump2020;2019;9;22;0;1
1175749833505890306;1969 M Seconds A G A 45;2019;9;22;0;1
1175749776371060737;repub Trump derangement syndrome is going to cost the Dems another election I only hope they keep this up Trump2020 KAG;2019;9;22;0;1
1175749548389621760;LamestreamMedia POTUS MAGA Trump2020 KAG BREAKING FoxNews FakeNews FactsMatter;2019;9;22;0;1
1175749499647602689;Hey how come Scaramucci hasn t tweeted something insanely stupid in the last 2 days Trump2020;2019;9;22;0;0
1175749413240803330;Lady 45 Trump2020;2019;9;22;0;1
1175749338703613952;HellNo 2A Trump2020 has my vote;2019;9;22;10;1
1175749332076654592;Dems need to clean up their osn back yard instead of worryi;2019;9;22;0;1
1175749311172415488;It s not spying on an American when you re legitimately spying on a foreigner and the American President calls and;2019;9;22;0;1
1175749264946978817;Have you ever seen a more pathetic and disturbed person This is the typical boomer cuck who doesn t want you to b;2019;9;22;0;0
1175749188304420864;So tired of s witch hunts America s already discovered HE S the witch Trump2020;2019;9;22;0;0
1175749132348035075;Trump2020 JesusIsLord;2019;9;22;0;1
1175749130980941824;CC is a Leftists strategy to their goal authoritarian tyranny A key tactic Manip;2019;9;22;1;1
1175749000126812160;And there it is for all to see Fakenews buried this story from day one When they did speak of it it was in terms;2019;9;22;0;1
1175748728591921155;CreepyJoe just can t help himself These people are stupid Nothing can stop what is coming BidenUkraine;2019;9;22;0;0
1175748680961404928;Stay out of ours Canada Trump2020;2019;9;22;0;1
1175748596001583104;It s here Obama was on fire Thank God the Witch didn t get in to finish off our Country Thank God for President;2019;9;22;0;1
1175748589030690818;Wow Trump2020;2019;9;22;1;1
1175748541823803392;USMCA raises wages for workers amp crop meat amp dairy earnings for farmers across th;2019;9;22;0;1
1175748445115756545;Ifb PatriotsUnited Trump2020;2019;9;22;0;1
1175748436852977671;It s a sad day in the USA when people are attacked for their political views We have to stay stron;2019;9;22;0;0
1175748427797467137;Biden Says He Never Discussed Hunter Biden s Ukraine Deal Hunter Says He Did MAGA Trump2020 showprep feedly;2019;9;22;0;1
1175748406326824960;Lexie Trump2020;2019;9;22;0;1
1175748393634816000;Trump2020;2019;9;22;0;1
1175748368469024769;New York City Mayor Bill De Blasio Ended His Presidential Campaign MAGA Trump2020 showprep feedly;2019;9;22;0;1
1175748269118566400;I cant wait when wins in 2020 Trump2020 TrumpLandslide2020;2019;9;22;0;1
1175748192400490496;She s a DS demonic mouth piece for Satan under the umbrella of the Dem party That s it But we already know this;2019;9;22;0;1
1175748180736139264;1 Trump s mob doesn t care and presses Republicans to kiss Trump s but gt 2;2019;9;22;0;1
1175748150730121219;One more reason to vote Trump2020 KAG Keep the liberal loons out of office;2019;9;22;1;1
1175748039241281536;Biden blasts Trump demands he release transcript of call with foreign leader MAGA Trump2020 showprep feedly;2019;9;22;0;0
1175747964951760896;Trump approves troop deployment in response to attacks on Saudi oil sites MAGA Trump2020 showprep feedly;2019;9;22;0;1
1175747962548445186;CleanDirtyCongressHouse WalkAway Slander4Impeachment Slander4Abortion;2019;9;22;0;1
1175747962263281665;Our elections must be protected VoterIDNow MAGA WWG1WGA WomenForTrump Trump2020 SheepNoMore;2019;9;22;0;1
1175747867954294785;Here we go again I really want to see one of them jump up on the set and sh t right on the counter on li;2019;9;22;0;1
1175754703747125249;Is this the complaint based on hearsay Thought so Trump2020;2019;9;22;0;0
1175754623598153728;Well at least you ll have 4 more years of Twitter Bitching Chris Trump2020;2019;9;22;0;1
1175754570581954560;Sen TedCruz said The Berlin Wall was torn down by the power of truth The Hong Kong people re standing behind;2019;9;22;0;0
1175754508066013185;Trump2020 KAG2020 thats all I have to say;2019;9;22;0;1
1175754464935981056;Every time I see a Trump Rally my heart fills with pride My body is engulfed with chills tears swell in my eyes;2019;9;22;0;1
1175754373533720576;LamestreamMedia POTUS MAGA Trump2020 KAG BREAKING FoxNews FakeNews FactsMatter;2019;9;22;0;1
1175754329262682112;Survey Says School Gives Kids Creepy Questionnaire Parenting CCOT YCOT TCOT MAGA TRUMP2020 TRUMPTRAIN;2019;9;22;1;0
1175754267405246464;Calls his own government the US government mass murderers and the majority of US;2019;9;22;0;1
1175754261956837377;Trump2020 best President;2019;9;22;0;1
1175754782302253056;republic QAnon freedom liberty justice god Jesus JesusSaves jesusChrist christian christians God Bless;2019;9;22;0;1
