ID;TEXT;YEAR;MONTH;DAY;RETWEET_COUNT;SENTIMENT
1175585621018107904;Sorry Cory you are good but this is not your time get behind the man of the people Sanders2020;2019;9;22;0;0
1175582327591714817;Delaney No it s that Starbucks guy that s missing right Sanders2020;2019;9;22;0;1
1175581792000258050;PeoplesChoice StillSanders Sanders2020;2019;9;22;0;1
1175569416127467523;PLEASE RETWEET THIS NotMeUs Sanders2020;2019;9;22;3;1
1175566081336983552;I m one of those 27 year olds I was born with a CHD called Hypoplastic Left Heart Syndrome I also;2019;9;22;3;1
1175565484625977349;Warren2020 22 Biden2020 20 Sanders2020 11 Buttigieg2020 9 Harris2020 6 Booker2020 3 Klobuchar2020 3;2019;9;22;0;1
1175565232703528960;Warren2020 46 and Sanders2020 vp;2019;9;22;0;1
1175559171250540544;Sanders2020;2019;9;21;0;1
1175552234291113984;TheTimeIsNow Organize Register Vote Sanders2020 Freedom WeThePeople;2019;9;21;1;1
1175545992017563648;Bernie2020 Sanders2020 BernieSanders2020 NotMeUs BernieBeatsTrump MedicareForAll Medicare4All M4A;2019;9;21;1;1
1175545097808744449;STD StopTheDonald StopTheInfection Sanders2020;2019;9;21;0;1
1175541400315805696;Liberty and Tyranny For whatever precautions we have to take there are prohibitions to go along with them Biden m;2019;9;21;0;1
1175536760799006721;Yeah just not the one in this picture Sanders2020;2019;9;21;0;1
1175506593040875520;Everytime he releases a plan I fall in love with my future president a little bit more Sanders2020 unveils pla;2019;9;21;0;1
1175484839224647680;I like Bernie Sanders because he is kind generous funny genuine smart helping sincere honest upstanding ca;2019;9;21;4;1
1175483895745105921;Go Bernie singlepayer nodebate Sanders Sanders2016 Sanders2020;2019;9;21;0;1
1175483801612558336;Sanders2020;2019;9;21;0;1
1175481780994019333;Rallying with Bernie before we storm the steak fry FeelTheBern BernieSanders Bernie2020 Sanders2020;2019;9;21;3;1
1175463488375836672;reis Vote progressive Sanders2020 SandersWarren2020;2019;9;21;1;1
1175460204604903430;MSM is bought and paid by the Elitepredatorclass Its an all connected;2019;9;21;0;1
1175454425529356288;This is how you engage educate voters and win campaigns Not spinning signs Sanders2020 SandersInIowa;2019;9;21;1;1
1175453884292009984;Sander s crowds are as big as Warren s or bigger He s ahead of her in every poll He hit 1M indi;2019;9;21;2;1
1175449414053355522;Yyyyep sanders2020 It s time to let our reasons known She accepts dark money donations gladly They are not the;2019;9;21;0;1
1175445165047046144;I stand in solidarity with as he is was and will always be the champion;2019;9;21;0;1
1175435306071293952;Warren and Sanders dominated the speaking time in last night s DemDebate link;2019;9;21;1;1
1175432950571253760;Sanders2020;2019;9;21;0;1
1175423280389529600;For all the uproar around the WFP endorsement I gotta ask how influential will this even be Sanders has more;2019;9;21;0;1
1175419794335645701;Pollsters are leaving out millions of 16 amp 17 year olds who will be voting age by 11 3 2020 They are Bernie2020 vo;2019;9;21;2;1
1175409972794023936;Bernie2020 Sanders2020 BernieSanders2020 NotMeUs BernieBeatsTrump MedicareForAll Medicare4All M4A;2019;9;21;2;1
1175409625778335754;Bernie2020 Sanders2020 BernieSanders2020 NotMeUs BernieBeatsTrump;2019;9;21;0;1
1175405973416173569;This is happening to me and worse Two accounts I cannot easily retweet pro Sanders2020 The syste;2019;9;21;1;1
1175404727061876736;If Senator Warren and Senator Sanders want to forgive debt then why don t they bring it up in the Senate to make it;2019;9;21;0;1
1175399118203760642;the Invisible Man sure gets alot of greetings from fans Sanders2020;2019;9;21;1;1
1175397222781018112;Medical Debt and Health Care Bankruptcy Town Hall with Bernie The Iowa Tap Room 215 E 3rd;2019;9;21;0;1
1175394148431671296;We should not be punished with crippling debt for being sick Sanders2020;2019;9;21;0;0
1175392956532035584;clau Ni caso la fox Tarados de extrema derecha Sanders2020;2019;9;21;0;1
1175387383862349830;Sanders2020;2019;9;21;0;1
1175379839571750913;Amazing and much credit to We all see things through our own prism of course but this tells me;2019;9;21;0;1
1175367934685974528;These people are beautiful And a microcosm representation of how the majority of t;2019;9;21;1;1
1175359899607265280;Sanders2020;2019;9;21;0;1
1175328735886741504;OGB Sanders2020;2019;9;21;0;1
1175308175077195776;Go away You were are part of the problem Fracking amp pipelines exploded under your tenure You had no;2019;9;21;0;1
1175303481051275264;If the polling is anywhere close then Bernie wins the Iowa caucus easily Enthusiasm t;2019;9;21;0;1
1175301645300711425;Yang is now more to the left of you re the drug war One up him Demand legalization and protec;2019;9;21;0;1
1175299391596498944;I m progressive I however don t see how student loan debt forgiveness is fair Knowing the price students chose t;2019;9;21;0;1
1175278387197304837;My man crushing it on the ClimateForum2020 FeelTheBern ClimateChange sanders2020;2019;9;21;0;1
1175250048495566848;Sanders2020;2019;9;21;0;1
1175244078130221056;One outta four is bad Sanders2020;2019;9;21;0;0
1175237824200753152;Bernie2020 Sanders2020 stillsanders notmeus alwayssanders iwrotethedamnbill singlemom lovemybug;2019;9;21;2;1
1175236238045044737;Bernie Sanders is a once in a life time candidate Will not take money from billionaires Supported by working peopl;2019;9;21;174;1
1175229371868700673;Andrew Yang Give Americans their fair share of tech industry money US via;2019;9;21;0;1
1175222747334631424;Sanders2020;2019;9;21;1;1
1175218776247345152;I guarantee that guaranteed jobs would suck In China everyine used to have guaranteed jobs They realized that it;2019;9;21;2;1
1175209916329541632;This twat will send our sons amp daughters to war in order to get a second term ProtectOurKids Sanders2020 NoWar;2019;9;21;0;1
1175209513512775680;Sanders2020;2019;9;21;0;1
1175208970740469761;I ve gotta say is slippin in my book Her lean towards party and donor;2019;9;21;0;1
1175208072991727616;Gotta start talkin up this PoliticalRevolution NOW Rob as you can probably see BY NOW this current st;2019;9;21;0;1
1175207708649119744;lacks spine and she is all over the place Warren2020 Sanders2020;2019;9;21;0;1
1175202679477260289;ourrevolution continues Look at that common age The younger is brighter sanders2020;2019;9;21;0;0
1175199641064890368;Sanders2020 Why clean amp honest humans are ignored Sanders for president;2019;9;21;0;1
1175197890169450496;identity That was incredibly powerful Not ONE MORE DAMNED MINUTE Sanders2020;2019;9;20;0;1
1175196003835756549;Retweeted for endorsement Sanders2020 Bernie2020;2019;9;20;0;1
1175192141905190912;They re using a process very reminiscent of that in Confessions of;2019;9;20;0;1
1175176031449358336;David We have got to explain to people that their health insurance provider should not be conflated;2019;9;20;0;1
1175176009139871744;The amazing and unstoppable has some sage advice for Progressives Focus on Growing the Base and Defea;2019;9;20;3;0
1175171552272367619;Reminder that it will take left unity to snuff out the centrists the workings of CAP and David Brock;2019;9;20;0;1
1175170972682342400;I am oneinamillion Sanders2020 FeelTheBern NoMiddleGround;2019;9;20;0;1
1175164776198090756;berniesanders Sanders2020 rockhill winthrop winthropuniversity;2019;9;20;0;1
1175163986783768576;f ck Billary 2 0 I voted for Bill 2 x s Damn me Sanders2020;2019;9;20;0;1
1175161594524790784;Town This is just sad So muc;2019;9;20;0;0
1175151667160997888;Except Sanders the one candidate willing to stand up and speak out for the American People Sanders2020;2019;9;20;1;1
1175151009053605888;When the post says good things about a candidate you know after all the candidate could be disgusting;2019;9;20;0;0
1175150075015847936;Sanders2020;2019;9;20;0;1
1175149784769822720;Lol I know how to fix the corrupt system by even taking its money to run for President says Warren2020;2019;9;20;0;1
1175149112850669568;You could have donated the money spent on this failed vanity project to Sanders2020 already but not;2019;9;20;0;0
1175148851134705664;Oh der Prozess gegen Sanders2020 wurde gewonnen;2019;9;20;0;1
1175145806413869056;Trump says it doesn t matter if he asked Ukraine to investigate Joe Biden Nancy pelosi and the Dem leadership wo;2019;9;20;0;1
1175126358436921344;See ya at 6 Lehigh Valley lt vegan Chili gt LehighValley Sanders2020;2019;9;20;0;1
1175122560352014336;I m a top tier candidate harris2020 tulsi2020 biden2020 sanders2020 warren2020;2019;9;20;0;1
